Store_Name,lng,lat,Address,Address Line #2,City,State,Zip5,Zip4,County
"CAPITAL FARMS",-71.507599,42.348225,"554 Boston Post Rd E","","Marlborough","MA","01752","3730","MIDDLESEX"
"WALYO'S VARIETY STORE",-70.884888,42.524605,"20 Essex St","","Salem","MA","01970","5210","ESSEX"
"LAMBERTS FRUIT",-70.985397,42.081676,"826 Crescent St","","Brockton","MA","02302","3402","PLYMOUTH"
"Rite Aid 10093",-71.890388,42.047359,"5 Schofield Ave","","Dudley","MA","01571","3328","WORCESTER"
"STOP & SHOP 0434",-71.991196,42.558323,"384 Timpany Blvd","Ste 1","Gardner","MA","01440","5203","WORCESTER"
"TAI TUNG PHARMACY INC.,",-71.062561,42.347706,"256 Harrison Ave","","Boston","MA","02111","1835","SUFFOLK"
"DAY AND NITE SUPER STORE",-71.793663,42.231194,"26 Greenwood St","","Worcester","MA","01607","1516","WORCESTER"
"HONEY FARMS 20",-71.799278,42.252556,"98 Millbury St","","Worcester","MA","01610","2819","WORCESTER"
"BIG Y STORE #29",-71.864693,42.344967,"160 Reservoir St # 31","","Holden","MA","01520","1270","WORCESTER"
"SHAW'S SUPERMARKET 07445",-70.804337,42.223167,"739 Chief Justice Cushing Hwy","","Cohasset","MA","02025","2115","NORFOLK"
"SHAW'S SUPERMARKET 07508",-71.039909,42.376492,"246 Border St","","East Boston","MA","02128","1618","SUFFOLK"
"SHAW'S SUPERMARKET 07584",-71.487473,42.433727,"155 Great Rd","","Stow","MA","01775","2150","MIDDLESEX"
"SAVA'S MARKET",-71.033554,42.376976,"150 Bennington St","","Boston","MA","02128","1750","SUFFOLK"
"TROPIC FOOD MARKET",-71.089714,42.289951,"1007 Blue Hill Ave","","Dorchester Center","MA","02124","2807","SUFFOLK"
"EDGEMERE MINI MART",-71.84668,42.255699,"288 Mill St","","Worcester","MA","01602","3113","WORCESTER"
"NORTHEND MARKET",-71.791489,42.284626,"267 Lincoln St","","Worcester","MA","01605","2139","WORCESTER"
"STOP & SHOP 081",-70.888306,42.556568,"224 Elliott St","","Beverly","MA","01915","3047","ESSEX"
"GOODIES CONVENIENCE STORE",-72.639793,42.088089,"300 Springfield St","","Agawam","MA","01001","1512","HAMPDEN"
"Rite Aid 10215",-71.10495,41.904919,"51 Tremont St","","Taunton","MA","02780","3015","BRISTOL"
"DOM'S VARIETY STORE",-71.418938,42.271511,"269 Hollis St","","Framingham","MA","01702","8609","MIDDLESEX"
"Cronigs Up Island Market",-70.667259,41.41671,"469 State Road","","West Tisbury","MA","02575","9800","DUKES"
"SHAW'S SUPERMARKET 07414",-71.28997,42.194267,"230 Main St","","Medfield","MA","02052","1400","NORFOLK"
"DKK VARIETY",-71.24379,42.364174,"293 Crescent St","","Waltham","MA","02453","3816","MIDDLESEX"
"Tedeschi Food Shops 95",-71.047806,42.403755,"188 Chelsea St","","Everett","MA","02149","4622","MIDDLESEX"
"SUPER STOP & SHOP 071",-71.151306,41.694401,"501 Rodman St","","Fall River","MA","02721","4217","BRISTOL"
"Gastranome",-70.940933,42.463253,"145 Broad St","","Lynn","MA","01901","1607","ESSEX"
"Smart Plaza",-71.899055,42.044693,"99 W Main St","","Dudley","MA","01571","3360","WORCESTER"
"NAVARRETE GROCERY",-71.068169,42.312874,"451 Columbia Rd","","Dorchester","MA","02125","2313","SUFFOLK"
"GENEVA GROCERY",-71.068085,42.301373,"385 Geneva Ave","","Dorchester","MA","02122","1003","SUFFOLK"
"WALGEENS  03758",-71.045128,42.08905,"610 Pleasant St","","Brockton","MA","02301","2513","PLYMOUTH"
"YIM'S VARIETY",-71.330246,42.642563,"742 Broadway St","","Lowell","MA","01854","3101","MIDDLESEX"
"BIRDS STORE",-72.672058,42.3353,"94 Maple St # 96","","Florence","MA","01062","1233","HAMPSHIRE"
"CAPE MART INC.,",-70.283455,41.656948,"130 Center St","","Hyannis","MA","02601","5540","BARNSTABLE"
"GOOD SEED CORP",-71.333961,41.889191,"138 Central Ave","","Seekonk","MA","02771","4144","BRISTOL"
"LUCKY FARM",-71.467293,42.255344,"1 W Union St","","Ashland","MA","01721","1463","MIDDLESEX"
"PUERTO RICO BAKERY",-72.607422,42.117973,"2917 Main St","","Springfield","MA","01107","1514","HAMPDEN"
"New Meat Market",-71.056404,42.361641,"94 Blackstone St","","Boston","MA","02109","1506","SUFFOLK"
"La Vecina Meat Market",-71.170189,42.70723,"202 Broadway","","Lawrence","MA","01840","1038","ESSEX"
"WALGREENS  4072",-71.098213,42.31768,"1890 Columbus Ave","","Roxbury","MA","02119","1047","SUFFOLK"
"SHAW'S SUPERMARKET 07411",-71.121964,41.751472,"4171 N Main St","Ste 1","Fall River","MA","02720","1647","BRISTOL"
"TRADER JOE'S 505",-71.186966,42.424915,"1427 Massachusetts Ave","","Arlington","MA","02476","4103","MIDDLESEX"
"STRUM'S DELI & MEATS",-72.649811,42.187366,"502 Westfield Rd","","Holyoke","MA","01040","1633","HAMPDEN"
"VILLAGE FOOD MART",-72.439537,42.055817,"43 Somers Rd","","Hampden","MA","01036","9701","HAMPDEN"
"Village Market",-71.129646,42.286144,"26 Corinth St","","Roslindale","MA","02131","3029","SUFFOLK"
"COMMUNITY LATIN STORE",-71.029404,42.390697,"136A Highland St","","Chelsea","MA","02150","","SUFFOLK"
"Shaw's Supermarket 07589",-71.100204,42.362335,"20 Sidney St","","Cambridge","MA","02139","4122","MIDDLESEX"
"AV'S MARKET",-71.406006,42.27573,"113 Beaver St","","Framingham","MA","01702","7017","MIDDLESEX"
"WALGREENS  3469",-71.152168,41.695595,"369 Plymouth Ave","","Fall River","MA","02721","4215","BRISTOL"
"CONVENIENCE PLUS",-71.055733,42.186127,"892 N Main St","","Randolph","MA","02368","3001","NORFOLK"
"YESSENIAS MARKET",-71.104668,42.309319,"3348 Washington St","","Jamaica Plain","MA","02130","2612","SUFFOLK"
"ORLEANS GENERAL STORE INC.,",-69.989105,41.786121,"57 Main St","","Orleans","MA","02653","2413","BARNSTABLE"
"FERNANDEZ BROTHERS GROCERY",-71.084839,42.303818,"600 Blue Hill Ave","","Dorchester","MA","02121","3211","SUFFOLK"
"WALGREENS  4403",-70.983269,42.238605,"418 Quincy Ave","","Quincy","MA","02169","8130","NORFOLK"
"STOP & SHOP 0089",-71.138573,42.355984,"60 Everett St","Ste 1","Allston","MA","02134","1951","SUFFOLK"
"Stop & Shop 0418",-71.199242,42.163982,"1415 Boston Providence Tpke","Ste 1","Norwood","MA","02062","8002","NORFOLK"
"GUIDOS QUALITY FRUT&PRODUCE INC.",-73.363281,42.179111,"760 Main St","","Great Barrington","MA","01230","2014","BERKSHIRE"
"SHAW'S SUPERMARKET 07585",-70.552025,41.819653,"2260 State Rd","","Plymouth","MA","02360","5177","PLYMOUTH"
"QUICK CORNER",-72.032738,42.07653,"67 Central St","","Southbridge","MA","01550","3745","WORCESTER"
"CROSBY'S MARKETPLACE",-70.992455,42.721577,"62 Central St","","Georgetown","MA","01833","2407","ESSEX"
"Stop & Shop 0469",-70.683884,41.953724,"127 Samoset St","","Plymouth","MA","02360","4801","PLYMOUTH"
"CUMBERLAND FARMS  6670",-73.249802,42.452919,"154 1st St","","Pittsfield","MA","01201","4724","BERKSHIRE"
"PRIDE CONVENIENCE INC",-72.58197,42.161114,"27 Montgomery St","","Chicopee","MA","01020","1965","HAMPDEN"
"PRIDE CONVENIENCE INC",-72.498642,42.115952,"1225 Parker St","","Springfield","MA","01129","1031","HAMPDEN"
"HOME PLATE",-71.039291,41.879879,"224 Middleboro Ave","","East Taunton","MA","02718","5110","BRISTOL"
"Tedeschi Food Shops 395",-71.114174,42.311977,"684 Centre St","","Jamaica Plain","MA","02130","2516","SUFFOLK"
"FOODIE'S URBAN MARKET",-71.070549,42.340893,"1421 Washington St","","Boston","MA","02118","2009","SUFFOLK"
"SUPER STOP & SHOP  92",-71.109077,42.660976,"757 Turnpike St","","North Andover","MA","01845","6120","ESSEX"
"Stop & Shop 93",-70.965942,42.58662,"301 Newbury St","Ste 1","Danvers","MA","01923","1010","ESSEX"
"Stop & Shop 0038",-71.062965,41.90506,"36 New State Hwy","","Raynham","MA","02767","5423","BRISTOL"
"Tedeschi Food Shops 221",-71.312454,42.639854,"220 Appleton St","","Lowell","MA","01852","2526","MIDDLESEX"
"POCASSET COUNTRY MARKET",-70.613846,41.693985,"303 Barlows Landing Rd","","Pocasset","MA","02559","","BARNSTABLE"
"Stop & Shop 035",-70.924461,42.248432,"400 Lincoln St","Ste 1","Hingham","MA","02043","1505","PLYMOUTH"
"Skippas Convenience Store",-71.313576,42.6581,"781 Lakeview Ave","","Lowell","MA","01850","1021","MIDDLESEX"
"WALGREENS  04571",-71.161316,42.693123,"220 S Broadway","","Lawrence","MA","01843","2121","ESSEX"
"SUPER STOP & SHOP 005",-70.918854,42.523972,"19 Howley St","","Peabody","MA","01960","5617","ESSEX"
"STOP N SAVE CONVENIENCE STORE",-72.55706,42.09325,"172 White St","","Springfield","MA","01108","2100","HAMPDEN"
"Pocket Saver Market",-72.401955,42.600101,"5 W Main St","","Erving","MA","01344","9721","FRANKLIN"
"APPLETON MARKET",-72.615669,42.208084,"435 Appleton St","","Holyoke","MA","01040","4064","HAMPDEN"
"90 MEATS OUTLET INC",-72.60804,42.109104,"90 Avocado St","","Springfield","MA","01104","3304","HAMPDEN"
"CROSSROADS COUNTRY STORE",-70.989731,42.081356,"730 Crescent St","","Brockton","MA","02302","3343","PLYMOUTH"
"EL MADINA",-71.009583,42.423504,"148 Squire Rd","","Revere","MA","02151","1226","SUFFOLK"
"SAVE-A-LOT LTD 811",-72.584167,42.120979,"665 LIBERTY STREET","","SPINGFIELD","MA","01104","","HAMPDEN"
"Jayzi Mart Leominster Inc",-71.74202,42.525631,"9-11 Pleasant St","","Leominster","MA","01453","5618","WORCESTER"
"ANGKOR THOM MARKET",-70.994926,42.407658,"157 Shirley Ave","","Revere","MA","02151","3256","SUFFOLK"
"TROPICAL DIMENSION FOOD STORE",-71.098495,42.373383,"1262 Cambridge St","","Cambridge","MA","02139","1342","MIDDLESEX"
"A C PRODUCE CO",-72.580513,42.092815,"487 Main St","","Springfield","MA","01105","2438","HAMPDEN"
"STOP & GO MARKET",-72.587914,42.104427,"93 Chestnut St","","Springfield","MA","01103","1707","HAMPDEN"
"FINE MART #3",-71.037819,42.390724,"260 Broadway","","Chelsea","MA","02150","2739","SUFFOLK"
"SAVE-A-LOT 810",-72.621338,42.195618,"235 South St","","Holyoke","MA","01040","3611","HAMPDEN"
"TRUONG THINH II MARKET",-71.058853,42.306046,"1305 Dorchester Ave","","Dorchester","MA","02122","2909","SUFFOLK"
"Lawrence Meat Company",-71.170303,42.706284,"264 Lowell St","","Lawrence","MA","01840","1031","ESSEX"
"La Fruiteria Supermarket & Wholesale Inc",-71.179405,42.712307,"75 Manchester St","","Lawrence","MA","01841","3018","ESSEX"
"OLD SAN JUAN BAKERY INC.,",-72.610321,42.204266,"408 High St","","Holyoke","MA","01040","4906","HAMPDEN"
"WALMART SUPERCENTER 2386",-72.281281,42.239368,"352 Palmer Rd","","Ware","MA","01082","9740","HAMPSHIRE"
"SPEEDY MART INC.,",-70.766434,41.799969,"2238 Cranberry Hwy","","West Wareham","MA","02576","1209","PLYMOUTH"
"HANNAFORD FOOD & DRUG 191",-71.36245,42.624435,"66 Drum Hill Rd","","Chelmsford","MA","01824","1504","MIDDLESEX"
"MARKET BASKET 18",-71.164894,42.742077,"70 Pleasant Valley St","Ste 5","Methuen","MA","01844","7286","ESSEX"
"MINI MART",-71.886459,42.049206,"56 Main St","","Webster","MA","01570","2259","WORCESTER"
"WILLIAMSBURG MARKET",-72.730652,42.393398,"3 Main St","","Williamsburg","MA","01096","","HAMPSHIRE"
"Tedeschi Food Shops 325",-70.933784,42.464687,"210 Lewis St","","Lynn","MA","01902","4802","ESSEX"
"FLAT'S MARKET",-72.597244,42.205624,"36 Ely St","","Holyoke","MA","01040","6263","HAMPDEN"
"A MART",-73.251221,42.45623,"524 North St","","Pittsfield","MA","01201","4104","BERKSHIRE"
"Tedeschi Food Shops 224",-71.132095,42.353058,"157 Brighton Ave","","Allston","MA","02134","2003","SUFFOLK"
"PRICERITE",-72.522758,42.135693,"665 Boston Rd","","Springfield","MA","01119","1303","HAMPDEN"
"LOS AMIGOS SUPERMARKET",-70.893135,42.517891,"122 Lafayette St","","Salem","MA","01970","3625","ESSEX"
"STOP & SHOP  62",-71.071175,42.423599,"99 Charles St","","Malden","MA","02148","6700","MIDDLESEX"
"WHOLE FOODS MARKET 10092",-71.20005,42.353554,"647 Washington St","","Newton","MA","02458","1261","MIDDLESEX"
"WHOLE FOOD MARKET 10091",-71.461716,42.114845,"255 Hartford Ave","","Bellingham","MA","02019","3007","NORFOLK"
"WHOLE FOODS MARKET 10093",-71.367905,42.36314,"317 Boston Post Rd","","Wayland","MA","01778","1802","MIDDLESEX"
"WHOLE FOODS MARKET 10090",-71.274178,42.489952,"170 Great Rd","","Bedford","MA","01730","2731","MIDDLESEX"
"7-ELEVEN #32446B 32446-B",-71.045036,42.070927,"662 Belmont St","","Brockton","MA","02301","5601","PLYMOUTH"
"7-ELEVEN 32429A",-71.04097,42.388885,"115 Broadway","","Chelsea","MA","02150","2608","SUFFOLK"
"DAOU MARKET, INC.",-71.127747,41.712093,"1678 President Ave","","Fall River","MA","02720","7148","BRISTOL"
"4Ms Variety",-71.325813,42.642761,"271 School St","","Lowell","MA","01854","3231","MIDDLESEX"
"Variety Store",-72.741875,42.124531,"94 Meadow St","","Westfield","MA","01085","3238","HAMPDEN"
"WINTHROP MARKETPLACE, INC.",-70.981018,42.382072,"35 Revere St","","Winthrop","MA","02152","1624","SUFFOLK"
"CUMBERLAND FARMS  2277",-70.949036,41.63599,"810 Rockdale Ave","","New Bedford","MA","02740","2761","BRISTOL"
"PRICE CHOPPER 150",-72.000732,42.241253,"33 Main St","","Spencer","MA","01562","","WORCESTER"
"SOUCY'S MARKET",-71.652374,42.544342,"5 Front St","","Shirley","MA","01464","","MIDDLESEX"
"Stop & Shop 491",-71.232117,42.452339,"36 Bedford St","","Lexington","MA","02420","4308","MIDDLESEX"
"HANNAFORD SUPERMARKET 17",-71.243904,42.375439,"55 Russell St","","Waltham","MA","02453","8517","MIDDLESEX"
"HANNAFORD SUPERMARKET 18",-71.023018,42.271797,"475 Hancock St","","North Quincy","MA","02171","2414","NORFOLK"
"ARNOLD'S MEATS AT THE BARN, LLC",-72.519165,42.046791,"359 Shaker Rd","","East Longmeadow","MA","01028","3125","HAMPDEN"
"BIG Y STORE  43",-71.824425,42.258995,"100 Mayfield St","","Worcester","MA","01602","3453","WORCESTER"
"SUPER STOP & SHOP 481",-72.053566,42.126629,"100 Charlton Rd","","Sturbridge","MA","01566","1505","WORCESTER"
"FOOD CITY",-72.561363,42.603928,"250 Avenue A","","Turners Falls","MA","01376","1817","FRANKLIN"
"TRADER JOE'S  508",-71.751053,42.274696,"77 Boston Tpke","","Shrewsbury","MA","01545","3600","WORCESTER"
"Stop & Shop 0015",-70.90239,42.48193,"450 Paradise Rd","Ste 1","Swampscott","MA","01907","1378","ESSEX"
"SUPER STOP & SHOP  427",-70.880287,41.640869,"221 Huttleston Ave","","Fairhaven","MA","02719","1956","BRISTOL"
"Stop & Shop 0057",-71.698547,42.220161,"100 Worcester St","Ste 1","North Grafton","MA","01536","1024","WORCESTER"
"PRIDE CONVENIENCE INC",-72.614075,42.160553,"167 Chicopee St","","Chicopee","MA","01013","1301","HAMPDEN"
"PRIDE CONVENIENCE INC",-72.671051,42.268391,"60 Union St","","Easthampton","MA","01027","1449","HAMPSHIRE"
"WALGREENS 4358",-72.629646,42.089539,"60 Springfield St","","Agawam","MA","01001","1522","HAMPDEN"
"WALGREENS 4729",-71.188858,42.181477,"951 PROVIDENCE HWY","","NORWOOD","MA","02062","4719","NORFOLK"
"WALGREEN  2311",-72.497826,42.114983,"1919 Wilbraham Rd","","Springfield","MA","01129","1822","HAMPDEN"
"HANNAFORD FOOD & DRUG 20",-70.883774,42.174164,"10 Washington St","","Norwell","MA","02061","1749","PLYMOUTH"
"WHOLE FOODS MARKET 10380",-71.127312,42.417717,"2151 Mystic Valley Pkwy","","Medford","MA","02155","3757","MIDDLESEX"
"WHOLE FOODS MARKET 10371",-71.144066,42.660992,"40 Railroad St","","Andover","MA","01810","3554","ESSEX"
"COLELLA'S SUPERMARKET INC.,",-71.522125,42.228363,"61 Main St","","Hopkinton","MA","01748","1123","MIDDLESEX"
"VICTORY",-72.744858,42.130707,"47 N Elm St","","Westfield","MA","01085","1619","HAMPDEN"
"WALGREENS  4967",-72.629791,42.210705,"1588 Northampton St","","Holyoke","MA","01040","1949","HAMPDEN"
"HANNAFORD  SUPERMARKET 21",-71.502487,42.150204,"7 Medway Rd","","Milford","MA","01757","2902","WORCESTER"
"WABAN MARKET",-71.230629,42.326988,"10 Windsor Rd","","Waban","MA","02468","1515","MIDDLESEX"
"Tedeschi Food Shops 9",-71.205322,42.320408,"1639 Centre St","","Newton Highlands","MA","02461","1521","MIDDLESEX"
"EXPO'S II",-70.935654,41.619362,"309 Dartmouth St","","New Bedford","MA","02740","2012","BRISTOL"
"HARVEST COOPERATIVE SUPERMARKETS",-71.115547,42.307892,"57 South St","","Jamaica Plain","MA","02130","3139","SUFFOLK"
"HANNAFORD SUPERMARKET 22",-71.221016,42.179783,"434 Walpole St","","Norwood","MA","02062","3093","NORFOLK"
"NO NAME GROCERY STORE",-71.788345,42.256233,"270 Grafton St","","Worcester","MA","01604","3758","WORCESTER"
"7-ELEVEN 32441A",-70.94101,42.485336,"50 Western Ave","","Lynn","MA","01904","2142","ESSEX"
"SAVE-A-LOT 817",-71.022614,42.404549,"1100 REVER BEACH PARKWAY","","CHELSEA","MA","02150","","SUFFOLK"
"NICOLE'S MINI FOOD STORE #1",-70.905205,42.518154,"406 Essex St","","Salem","MA","01970","3153","ESSEX"
"LA PLAZITA VARIETY STORE",-71.075119,42.325237,"3 Blue Hill Ave","","Roxbury","MA","02119","3312","SUFFOLK"
"CORNER MARKET",-73.111526,42.70269,"110 River St","","North Adams","MA","01247","2458","BERKSHIRE"
"Stop & Shop 0489",-71.563774,42.376377,"10 Technology Dr","Ste 1","Hudson","MA","01749","2791","MIDDLESEX"
"Tedeschi Food Shops 469",-71.173386,42.690132,"3 Beacon St","","Lawrence","MA","01843","2008","ESSEX"
"WALGREENS  4966",-71.024933,42.431858,"215 Beach St","","Malden","MA","02148","6223","MIDDLESEX"
"Stop & Shop 0499",-70.912865,42.846535,"100A MacY St","","Amesbury","MA","01913","4305","ESSEX"
"Stop & Shop 496",-71.154625,42.742741,"90A Pleasant Valley St","","Methuen","MA","01844","7210","ESSEX"
"DAD'S VARIETY STORE",-72.554604,42.114552,"1081 State St","","Springfield","MA","01109","2736","HAMPDEN"
"K-SEAFOOD INC.,",-71.04554,42.169086,"344A N Main St","","Randolph","MA","02368","4173","NORFOLK"
"SAVE-A-LOT",-71.090965,42.320995,"333 Martin Luther King Blvd","","Roxbury","MA","02119","","SUFFOLK"
"BROOKFIELD FARM DF",-72.475883,42.315529,"24 Hulst Rd","","Amherst","MA","01002","3523","HAMPSHIRE"
"CLINTON MARKET",-71.113342,42.283352,"702 American Legion Hwy","","Roslindale","MA","02131","3902","SUFFOLK"
"7-ELEVEN #32484A",-71.041496,42.430267,"1018 Eastern Ave","","Malden","MA","02148","6033","MIDDLESEX"
"Adas Tropical Inc",-71.076942,42.288174,"118 Norfolk St","","Dorchester Center","MA","02124","3344","SUFFOLK"
"SUPER STOP & SHOP  043",-71.020592,42.430508,"540 Squire Rd","","Revere","MA","02151","1863","SUFFOLK"
"7-ELEVEN #32491A",-70.947289,42.511646,"100 Lynn St","","Peabody","MA","01960","5739","ESSEX"
"7-ELEVEN 32450-B",-70.969795,42.220818,"51 COMMERCIAL ST","32450","BRAINTREE","MA","02184","","NORFOLK"
"SUPER STOP & SHOP  493",-70.988098,41.642574,"25 Faunce Corner Mall Rd","","Dartmouth","MA","02747","4216","BRISTOL"
"SUPER STOP & SHOP  072",-72.746445,42.120564,"57 Main St","","Westfield","MA","01085","3170","HAMPDEN"
"S & R BARGAIN STORE",-71.800392,42.250622,"190 Millbury St","","Worcester","MA","01610","2833","WORCESTER"
"HOME MARKET",-71.137672,42.286282,"165 Belgrade Ave","","Roslindale","MA","02131","2801","SUFFOLK"
"WALGREENS 3251",-71.209236,42.374073,"15 Main St","","Waltham","MA","02453","6905","MIDDLESEX"
"WALGREENS 09614",-71.077141,42.781506,"310 Main St","","Haverhill","MA","01830","5045","ESSEX"
"HARRY'S SUPER MARKET INC",-73.252129,42.466778,"290 Wahconah St","","Pittsfield","MA","01201","2609","BERKSHIRE"
"CUMBERLAND FARMS  0178",-71.812927,42.566971,"479 Electric Ave","","Fitchburg","MA","01420","5316","WORCESTER"
"STOP & SHOP   023",-73.206062,42.463924,"600 Merrill Rd","","Pittsfield","MA","01201","3714","BERKSHIRE"
"XTRA MART/WORCESTER STREET 7140",-72.027977,42.081776,"116 WORCESTER ST/MECHANCIC ST","","SOUTHBRIDGE","MA","01550","","WORCESTER"
"PRICE CHOPPER 34",-73.142906,42.698009,"245 State Rd","# 2","North Adams","MA","01247","3006","BERKSHIRE"
"PRICE CHOPPER 140",-73.194267,42.467236,"555 Hubbard Ave","","Pittsfield","MA","01201","3876","BERKSHIRE"
"PRICE CHOPPER 07",-73.250778,42.303913,"88 W Park St","# 400","Lee","MA","01238","1663","BERKSHIRE"
"LOEB'S FOODTOWN OF LENOX INC",-73.284187,42.358795,"56 Main St","","Lenox","MA","01240","","BERKSHIRE"
"STOP & SHOP  095",-72.538902,42.363953,"440 Russell St","","Hadley","MA","01035","9566","HAMPSHIRE"
"STOP & SHOP   045",-72.575081,42.606983,"89 French King Hwy","","Greenfield","MA","01301","1312","FRANKLIN"
"FOSTERS SUPER MARKET INC",-72.609467,42.596603,"70 Allen St","","Greenfield","MA","01301","2323","FRANKLIN"
"A RUGGERI AND SONS INC",-72.599747,42.582088,"126 Deerfield St","","Greenfield","MA","01301","3402","FRANKLIN"
"AL AVERY AND SON",-72.873039,42.62801,"127 Main St","","Charlemont","MA","01339","9703","FRANKLIN"
"STOP & SHOP  080",-72.583527,42.137009,"1277 Liberty St","","Springfield","MA","01104","1165","HAMPDEN"
"NEW MARKET",-70.890091,42.528648,"109 Bridge St","","Salem","MA","01970","3952","ESSEX"
"WALGREENS  6739",-71.322723,42.626064,"54 Plain St","","Lowell","MA","01851","4419","MIDDLESEX"
